DeleteUnion	((T (T (T (T E 0 0 E) 1 3 E) 3 1 E) 4 1 (T E 5 1 E)) E 6)
DeleteUnion	(E (T (T E 2 3 E) 5 1 E) 4)
UnionDeleteInsert	((T (T (T E 0 3 (T E 1 0 E)) 2 3 E) 5 1 (T E 6 3 E)) (T E 4 0 E) 1 6)
UnionDeleteInsert	((T E 3 2 (T (T E 4 0 E) 6 0 E)) (T (T E 0 3 E) 6 0 E) 4 0)
UnionDeleteInsert	((T (T E 3 2 E) 4 1 (T (T E 5 3 E) 6 3 E)) E 3 1)
UnionDeleteInsert	(E E 6 6)
UnionDeleteInsert	((T E 5 1 E) (T E 2 3 (T E 6 3 E)) 3 1)
UnionDeleteInsert	((T (T E 0 0 (T (T (T E 2 3 E) 3 2 E) 4 0 E)) 5 0 E) E 1 0)
UnionDeleteInsert	((T (T (T E 0 0 E) 1 3 E) 5 2 (T E 6 2 E)) E 6 6)
UnionDeleteInsert	((T (T E 2 1 (T E 2 2 E)) 2 3 E) E 3 6)
UnionDeleteInsert	((T (T E 0 3 (T E 2 3 E)) 4 2 E) (T (T E 1 2 E) 3 2 (T E 4 1 E)) 0 4)
UnionDeleteInsert	((T (T E 1 3 (T E 2 2 E)) 4 3 (T E 5 2 E)) (T (T E 1 3 (T (T E 2 2 E) 3 3 E)) 5 2 (T E 6 2 E)) 0 4)
UnionDeleteInsert	((T E 1 3 E) E 2 2)
UnionDeleteInsert	(E (T E 0 1 E) 1 0)
UnionDeleteInsert	((T E 0 3 (T E 2 3 E)) (T (T E 0 3 (T E 4 2 E)) 5 0 E) 4 4)
UnionDeleteInsert	((T E 1 2 (T (T E 2 2 E) 3 1 (T E 6 2 E))) (T (T E 1 1 (T (T E 2 1 E) 3 1 E)) 6 2 E) 0 4)
UnionDeleteInsert	((T (T E 1 2 E) 4 3 (T E 5 3 (T E 6 0 E))) (T E 3 2 (T (T E 6 2 E) 2 3 (T E 2 3 E))) 5 3)
UnionDeleteInsert	((T E 0 0 E) (T E 0 3 (T (T E 3 3 E) 5 2 E)) 5 6)
UnionDeleteInsert	((T E 1 1 (T E 3 3 (T E 5 2 E))) (T E 0 1 (T (T E 2 3 (T E 4 2 E)) 5 0 (T E 6 2 E))) 2 1)
UnionDeleteInsert	((T (T E 0 0 (T E 2 2 E)) 3 1 (T E 4 1 (T E 5 3 E))) (T E 1 2 (T E 3 0 (T E 4 3 E))) 5 5)
UnionDeleteInsert	((T (T E 0 0 (T E 4 2 E)) 5 0 E) E 1 3)
UnionDeleteInsert	(E E 6 1)
UnionDeleteInsert	((T (T E 0 2 E) 1 0 (T E 6 2 E)) (T E 3 2 E) 1 3)
UnionDeleteInsert	((T (T E 0 2 E) 4 3 E) (T (T E 2 2 E) 3 1 (T (T E 4 0 E) 5 3 (T E 6 1 E))) 0 1)
UnionUnionIdem	((T (T (T E 0 2 E) 1 0 E) 3 0 (T E 5 2 E)))
UnionUnionIdem	((T E 0 1 (T (T E 1 3 E) 4 0 E)))
UnionUnionIdem	(E)
UnionUnionIdem	((T E 1 2 E))
UnionUnionIdem	((T (T E 3 2 E) 4 2 (T E 5 2 (T E 6 3 E))))
UnionUnionIdem	((T E 6 2 E))
UnionUnionIdem	((T (T E 0 0 E) 1 3 E))
UnionUnionIdem	(E)
UnionUnionIdem	((T (T (T E 0 2 E) 1 0 E) 4 3 (T E 5 3 (T E 6 1 E))))
UnionUnionIdem	((T E 3 3 (T E 4 2 E)))
UnionUnionIdem	((T E 3 3 E))
UnionUnionIdem	((T E 1 0 (T (T E 6 1 E) 2 2 (T E 6 1 E))))
UnionUnionIdem	((T E 2 2 (T E 6 1 E)))
UnionUnionIdem	(E)
UnionUnionIdem	((T E 4 2 (T E 5 2 (T E 6 2 E))))
UnionUnionIdem	(E)
UnionUnionIdem	((T (T E 0 2 E) 2 1 (T (T E 3 3 E) 5 0 (T E 6 3 E))))
UnionUnionIdem	((T (T E 0 2 (T E 2 0 (T E 4 2 E))) 6 0 E))
UnionUnionIdem	((T (T E 1 2 (T E 2 1 (T E 4 3 E))) 5 1 (T E 6 2 E)))
UnionUnionIdem	(E)
UnionUnionIdem	((T E 2 1 (T E 3 2 (T E 4 1 E))))
UnionUnionIdem	((T (T (T E 0 3 E) 2 1 (T E 3 1 E)) 5 3 E))
UnionUnionAssoc	(E (T E 0 1 (T E 3 1 E)) (T (T E 2 3 (T (T E 3 3 E) 4 3 E)) 6 3 E))
UnionUnionAssoc	((T E 0 1 (T E 2 0 (T E 4 2 (T E 5 1 (T E 6 1 E))))) (T (T E 1 3 E) 3 3 E) E)
UnionUnionAssoc	((T (T (T (T E 2 2 E) 3 0 E) 4 2 (T E 5 1 E)) 6 0 E) (T E 3 2 E) (T (T E 0 1 (T E 1 0 E)) 2 3 (T E 5 1 (T E 6 0 E))))
UnionUnionAssoc	((T (T E 0 1 (T E 2 1 E)) 4 3 (T E 3 2 (T E 1 0 E))) (T (T E 1 0 (T E 5 1 E)) 6 2 E) (T (T E 0 0 (T E 2 2 E)) 5 0 (T E 6 3 E)))
UnionUnionAssoc	((T (T (T E 1 2 E) 2 3 E) 3 1 (T E 4 1 E)) E (T (T E 0 0 E) 3 1 (T (T E 4 3 E) 5 0 (T E 6 3 E))))
UnionUnionAssoc	((T E 0 1 (T E 4 3 E)) (T E 1 0 (T (T (T E 2 1 E) 3 1 E) 6 0 E)) E)
UnionUnionAssoc	(E E (T (T E 0 2 (T E 1 3 E)) 2 3 (T E 5 1 (T E 6 1 E))))
UnionUnionAssoc	((T (T (T E 4 1 E) 0 0 E) 0 3 (T E 4 3 E)) E (T E 2 1 E))
UnionUnionAssoc	((T E 2 2 (T (T E 4 0 E) 6 2 E)) (T (T (T E 0 1 E) 1 2 E) 5 3 E) (T E 2 2 (T (T (T E 3 3 E) 4 3 E) 6 2 E)))
UnionUnionAssoc	((T (T E 0 0 (T E 4 1 (T E 5 1 E))) 6 1 E) (T E 1 3 E) E)
UnionUnionAssoc	((T E 2 1 (T (T E 3 2 E) 4 1 (T (T E 5 1 E) 6 2 E))) (T (T (T E 4 2 E) 5 1 E) 2 1 (T (T E 0 1 E) 3 3 E)) E)
UnionUnionAssoc	(E (T E 3 0 E) (T E 5 3 E))
UnionUnionAssoc	((T E 0 1 (T E 1 0 (T E 5 3 E))) (T E 3 2 (T E 4 0 E)) E)
UnionUnionAssoc	(E (T (T (T E 1 2 E) 2 3 (T E 4 3 E)) 5 0 E) (T (T (T E 2 1 E) 6 0 E) 3 3 (T E 1 2 E)))
UnionUnionAssoc	((T (T E 1 0 E) 5 3 (T E 6 3 E)) E (T E 0 2 E))
UnionUnionAssoc	((T (T (T E 0 1 E) 3 2 (T E 5 2 E)) 3 1 (T E 6 0 (T E 3 3 E))) (T (T (T E 0 3 E) 2 2 E) 4 1 (T E 5 2 E)) (T (T (T E 1 3 E) 2 2 E) 6 0 E))
UnionUnionAssoc	((T E 1 3 (T E 5 3 E)) (T (T E 0 1 E) 2 2 (T E 3 2 E)) (T E 3 3 E))
UnionUnionAssoc	((T (T E 5 1 E) 6 2 E) (T E 0 1 (T E 3 0 E)) (T E 2 3 (T (T E 6 2 E) 5 2 E)))
UnionUnionAssoc	((T (T (T E 1 0 E) 2 3 E) 3 3 (T E 6 2 E)) E (T (T E 0 3 (T E 4 3 E)) 5 3 (T E 6 0 E)))
UnionUnionAssoc	(E (T (T E 2 2 E) 6 0 E) (T E 1 2 (T E 3 2 E)))
UnionUnionAssoc	((T E 5 2 E) E (T (T E 0 3 E) 2 0 (T (T E 5 2 E) 6 0 E)))
UnionUnionAssoc	(E (T (T E 0 0 E) 2 2 (T (T E 4 1 E) 5 2 E)) E)
